volume,chapter,region,kingdom_folder,kingdom_name,main_character,main_villain,kannada_story_file,english_story_file,kannada_audio_file,english_audio_file,media_kingdoms_folder,hero_image_name,villain_image_name,kingdom_dir,kingdom_dir_exists,stories_dir,story_count,story_names,tattoo_dir,tattoo_count,tattoo_files,emblem_dir,emblem_count,emblem_files,kingdoms_dir,kingdoms_count,kingdoms_files,portraits_dir,portraits_count,portraits_files,vehicles_dir,vehicles_count,vehicles_files,weapons_dir,weapons_count,weapons_files
Volume I - Maha Parva,Chapter 1 - Rise of Legends,south,dharmakshetra-amaravati,Dharmakshetra Amaravati,Krishnaveni,Kalaniksha,The-Rivers-Oath-Kannada.pdf,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/dharmakshetra-amaravati/stories/the-rivers-oath/story.md,audio/kannada/chapter-1-rise-of-legends__dharmakshetra-amaravati__the-rivers-oath.kn.mp3,audio/chapter-1-rise-of-legends__dharmakshetra-amaravati__the-rivers-oath.m4a,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/dharmakshetra-amaravati/media/kingdoms,02-amaravati_hero_krishnaveni_river_guardian.png,02-amaravati_villain_narakasura_blood_emperor.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/dharmakshetra-amaravati,YES,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/dharmakshetra-amaravati/stories,1,the-rivers-oath,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/dharmakshetra-amaravati/media/tattoo,4,andhra-pradesh-tattoo-stage-1-footprint.png; andhra-pradesh-tattoo-stage-2-leg.png; andhra-pradesh-tattoo-stage-3-half-body.png; andhra-pradesh-tattoo-stage-4-full-body.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/dharmakshetra-amaravati/media/emblem,2,andhra-pradesh-dharmakshetra-amaravati-emblem.png; dharmakshetra-amaravati-royal-emblem.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/dharmakshetra-amaravati/media/kingdoms,21,02-amaravati_ally_bhimavaram_brother.png; 02-amaravati_ally_chandra_mukhi_assassin.png; 02-amaravati_ally_nelluri_devi_rice_blade.png; 02-amaravati_ally_rishi_amareshwara_blind_sage.png; 02-amaravati_animal_blackbuck_antelope.png; 02-amaravati_animal_rose_ringed_parakeets.png; 02-amaravati_crowd_amaravati_river_folk.png; 02-amaravati_environment_amaravati_river_kingdom.png; 02-amaravati_environment_parched_upstream_village.png; 02-amaravati_environment_submerged_temple.png; 02-amaravati_environment_underground_river_cavern.png; 02-amaravati_hero_krishnaveni_river_guardian.png; 02-amaravati_hero_krishnaveni_river_guardian__full_tattoo_finale.png; 02-amaravati_scene_scene_boiling_fleet.png; 02-amaravati_scene_scene_springs_from_the_earth.png; 02-amaravati_scene_scene_water_against_fire.png; 02-amaravati_villain_narakasura_blood_emperor.png; 02-amaravati_villain_narakasura_blood_emperor__channeling_earth_core.png; 02-amaravati_villain_narakasura_blood_emperor__defeated_given_water.png; 02-amaravati_weapon_godavari_and_krishna_urumi.png; 02-amaravati_weapon_rakta_trishula_cursed_trident.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/dharmakshetra-amaravati/media/portraits,3,andhra-pradesh-hero-portrait.png; andhra-pradesh-villain-portrait.png; dharmakshetra-amaravati-hero-portrait.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/dharmakshetra-amaravati/media/vehicles,2,andhra-pradesh-vehicle-vega-nadi-mk-ii-modern.png; andhra-pradesh-vehicle-vega-naukha-ancient.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/dharmakshetra-amaravati/media/weapons,2,andhra-pradesh-weapon-storm-vega-and-nova-tara-modern.png; andhra-pradesh-weapon-vega-and-tara-ancient.png
Volume I - Maha Parva,Chapter 1 - Rise of Legends,south,parashurama-kshetra,Parashurama-Kshetra — The Axe-Born Land,Parashurama,Kala-Hasta,The-Axe-and-the-Brother-Kannada.pdf,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/parashurama-kshetra/stories/the-109th-form/story.md,audio/kannada/chapter-1-rise-of-legends__parashurama-kshetra__the-109th-form.kn.mp3,audio/chapter-1-rise-of-legends__parashurama-kshetra.m4a,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/parashurama-kshetra/media/kingdoms,05-parashurama_hero_parashurama_vii_axe_bearer.png,05-parashurama_villain_maya_sura_thousand_armed.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/parashurama-kshetra,YES,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/parashurama-kshetra/stories,1,the-109th-form,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/parashurama-kshetra/media/tattoo,4,kerala-tattoo-stage-1-footprint.png; kerala-tattoo-stage-2-leg.png; kerala-tattoo-stage-3-half-body.png; kerala-tattoo-stage-4-full-body.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/parashurama-kshetra/media/emblem,2,kerala-parashurama-kshetra-emblem.png; parashurama-kshetra-royal-emblem.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/parashurama-kshetra/media/kingdoms,19,05-parashurama_ally_kuttanad_backwater_ghost.png; 05-parashurama_ally_the_guru_47th_kalari_master.png; 05-parashurama_ally_theyyam_mukha_fighters.png; 05-parashurama_animal_gajendra_temple_elephant.png; 05-parashurama_animal_great_hornbill.png; 05-parashurama_crowd_kerala_temple_backwater_life.png; 05-parashurama_environment_kerala_land_won_from_sea.png; 05-parashurama_environment_the_kalari_fighting_pit.png; 05-parashurama_environment_vembanad_snake_boat_race.png; 05-parashurama_hero_parashurama_vii_axe_bearer.png; 05-parashurama_hero_parashurama_vii_axe_bearer__full_tattoo_finale.png; 05-parashurama_palace_padmanabhaswamy_temple_vault_b.png; 05-parashurama_relic_agastya_conch.png; 05-parashurama_scene_scene_a_thousand_arms.png; 05-parashurama_scene_scene_the_brother_saved.png; 05-parashurama_scene_scene_the_conch_and_the_foot.png; 05-parashurama_villain_maya_sura_thousand_armed.png; 05-parashurama_villain_maya_sura_thousand_armed__brought_to_one_shape_finale.png; 05-parashurama_weapon_parashu_meteorite_axe.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/parashurama-kshetra/media/portraits,2,kerala-hero-portrait.png; parashurama-kshetra-hero-portrait.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/parashurama-kshetra/media/vehicles,2,kerala-vehicle-gaja-ratha-mk-ii-modern.png; kerala-vehicle-kala-gaja-ancient.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/parashurama-kshetra/media/weapons,2,kerala-weapon-parashu-ancient.png; kerala-weapon-parashu-mk-ii-modern.png
Volume I - Maha Parva,Chapter 1 - Rise of Legends,south,sangam-tamilakam,Sangam Tamilakam — The Eternal Assembly,Kurinjiselvi,Palinisi,The-Song-That-Shatters-Kannada.pdf,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/sangam-tamilakam/stories/song-that-shatters.html,audio/kannada/chapter-1-rise-of-legends__sangam-tamilakam__song-that-shatters.kn.mp3,audio/chapter-1-rise-of-legends__sangam-tamilakam__song-that-shatters.m4a,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/sangam-tamilakam/media/kingdoms,03-tamilakam_hero_kurinjiselvi_mountain_bloom.png,03-tamilakam_villain_ravana_vadham_southern_shadow.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/sangam-tamilakam,YES,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/sangam-tamilakam/stories,1,song-that-shatters,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/sangam-tamilakam/media/tattoo,4,tamil-nadu-tattoo-stage-1-footprint.png; tamil-nadu-tattoo-stage-2-leg.png; tamil-nadu-tattoo-stage-3-half-body.png; tamil-nadu-tattoo-stage-4-full-body.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/sangam-tamilakam/media/emblem,3,sangam-tamilakam-royal-emblem.png; sangam-tamilakam-royal-emblem1.png; tamil-nadu-sangam-tamilakam-emblem.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/sangam-tamilakam/media/kingdoms,20,03-tamilakam_ally_kadalamma_sea_mother.png; 03-tamilakam_ally_meenakshi_arrow_silent_archer.png; 03-tamilakam_ally_sangam_kavalan_assembly_guard.png; 03-tamilakam_animal_emerald_doves.png; 03-tamilakam_animal_nilgiri_tahr.png; 03-tamilakam_animal_nilgiri_tahr__living_shield.png; 03-tamilakam_artifact_thiruvalluvar_speaking_stone.png; 03-tamilakam_environment_kurinji_bloom.png; 03-tamilakam_environment_mahabalipuram_shore_temple.png; 03-tamilakam_environment_nilgiri_cave_speaking_stone.png; 03-tamilakam_environment_nilgiris_at_dawn.png; 03-tamilakam_hero_kurinjiselvi_mountain_bloom.png; 03-tamilakam_hero_kurinjiselvi_mountain_bloom__broken_at_mahabalipuram.png; 03-tamilakam_hero_kurinjiselvi_mountain_bloom__reforged_finale.png; 03-tamilakam_operative_dasavadanam_ten_voiced.png; 03-tamilakam_scene_scene_doves_carry_the_song.png; 03-tamilakam_scene_scene_frequency_hits_mountain.png; 03-tamilakam_villain_ravana_vadham_southern_shadow.png; 03-tamilakam_weapon_kurinji_crescent_staff.png; 03-tamilakam_weapon_ten_stringed_veena.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/sangam-tamilakam/media/portraits,1,sangam-tamilakam-hero-portrait.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/sangam-tamilakam/media/vehicles,2,tamil-nadu-vehicle-kurinji-ratha-modern.png; tamil-nadu-vehicle-parvat-vahan-ancient.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/sangam-tamilakam/media/weapons,2,tamil-nadu-weapon-kurinji-ancient.png; tamil-nadu-weapon-kurinji-mk-ii-modern.png
Volume I - Maha Parva,Chapter 1 - Rise of Legends,south,vijayanagara-reborn,Vijayanagara Reborn — The City of Victory,Tungabhadra,Bhoomi-Takshaka,The-Buried-Temple-Kannada.pdf,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/vijayanagara-reborn/stories/buried-temple.html,audio/kannada/chapter-1-rise-of-legends__vijayanagara-reborn__buried-temple.kn.mp3,audio/chapter-1-rise-of-legends__vijayanagara-reborn__buried-temple.m4a,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/vijayanagara-reborn/media/kingdoms,,,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/vijayanagara-reborn,YES,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/vijayanagara-reborn/stories,2,buried-temple; vijayanagara-reborn-full,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/vijayanagara-reborn/media/tattoo,4,karnataka-tattoo-stage-1-footprint.png; karnataka-tattoo-stage-2-leg.png; karnataka-tattoo-stage-3-half-body.png; karnataka-tattoo-stage-4-full-body.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/vijayanagara-reborn/media/emblem,1,karnataka-vijayanagara-reborn-emblem.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/vijayanagara-reborn/media/kingdoms,53,bhairava-shieldbearer.png; ch1-veiled-king-garrison.png; ch2-convergence-at-fissure.png; ch2-emerald-cathedral-team.png; ch2-following-kalinga-trails.png; ch2-vikramaditya-hoysalastra.png; ch3-descent-soapstone-tunnel.png; ch4-reading-nagavamsha-inscription.png; ch4-sanctum-jade-chakra.png; ch5-hermit-vigil.png; collectors-seekers-of-the-void.png; env-buried-temple-mahamandapa.png; env-malenad-rainforest.png; env-sealing-finale.png; env-white-sand-mound.png; hero-vikramaditya-portrait.png; hoysalastra-broadsword.png; jade-chakra.png; kalinga-sarpa-king-cobra.png; kalinga-sarpa-mass.png; karnataka-animal-gajasena-cyber.png; karnataka-animal-gajasena-dark.png; karnataka-animal-gajasena-natural.png; karnataka-guru-vidyaranya-portrait.png; karnataka-hero-portrait.png; karnataka-hero-portrait.svg; karnataka-hero-tungabhadra-portrait-alt.png; karnataka-hero-tungabhadra-portrait.png; karnataka-hero-vikramaditya-buried-temple.png; karnataka-story-bridge-confrontation.png; karnataka-story-city-destruction.png; karnataka-story-divine-echo-finale.png; karnataka-story-elephant-bond.png; karnataka-story-leads-army.png; karnataka-villain-bhoomi-takshaka-portrait.png; karnataka-villain-portrait.png; karnataka-villain-ravana-putra-portrait.png; karnataka-villain-shila-rakshasa-portrait.png; karthik-ranger.png; malenad-wildlife.png; people-daily-life.png; scene-s1-cobras-vanish.png; scene-s2-convergence.png; scene-s3-descent.png; scene-s4-serpents-blessing.png; scene-s5-become-the-sand.png; somnath-architect.png; still-forest-living-stone.png; still-guardians-forest-machine.png; still-kalinga-sarpa-gone.png; still-lost-shrine-yagachi.png; still-we-become-the-sand.png; vikramaditya-hermit-vigil.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/vijayanagara-reborn/media/portraits,0,,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/vijayanagara-reborn/media/vehicles,0,,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/south/vijayanagara-reborn/media/weapons,0,
Volume I - Maha Parva,Chapter 1 - Rise of Legends,west,maru-maya,Maru-Maya — The Desert of Illusions,Mrigatrishna,Maru-Yama,,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/maru-maya/stories/the-war-against-sand-itself/story.md,audio/kannada/chapter-1-rise-of-legends__maru-maya__the-war-against-sand-itself.kn.mp3,audio/chapter-1-rise-of-legends__maru-maya__the-war-against-sand-itself.m4a,,,,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/maru-maya,YES,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/maru-maya/stories,1,the-war-against-sand-itself,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/maru-maya/media/tattoo,4,rajasthan-tattoo-stage-1-footprint.png; rajasthan-tattoo-stage-2-leg.png; rajasthan-tattoo-stage-3-half-body.png; rajasthan-tattoo-stage-4-full-body.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/maru-maya/media/emblem,2,rajasthan-maru-maya-emblem.png; rajputana-reborn-royal-emblem.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/maru-maya/media/kingdoms,12,27-maru-maya_ally_meera_bai_ghost.png; 27-maru-maya_animal_chinkara_gazelle.png; 27-maru-maya_animal_great_indian_bustard.png; 27-maru-maya_environment_glass_dunes_battlefield.png; 27-maru-maya_environment_jaisalmer_golden_city.png; 27-maru-maya_hero_mrigatrishna.png; 27-maru-maya_hero_mrigatrishna__awakening_the_water_memory.png; 27-maru-maya_relic_seven_stepwells_baoli.png; 27-maru-maya_scene_scene_battle_of_the_glass_dunes.png; 27-maru-maya_scene_scene_the_memory_of_water.png; 27-maru-maya_villain_maru_rakshasa.png; 27-maru-maya_villain_maru_rakshasa__glass_dune_storm.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/maru-maya/media/portraits,1,rajputana-reborn-hero-portrait.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/maru-maya/media/vehicles,2,rajasthan-vehicle-maru-ratha-ancient.png; rajasthan-vehicle-maru-vega-modern.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/maru-maya/media/weapons,2,rajasthan-weapon-maru-jaal-mk-ii-modern.png; rajasthan-weapon-maru-maya-ancient.png
Volume I - Maha Parva,Chapter 1 - Rise of Legends,west,samudra-dvipa,Samudra-Dvipa — The Ocean's Pearl,Sagaradeva,Maha-Vega,,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/samudra-dvipa/stories/the-fleet-of-the-drowned/story.md,audio/kannada/chapter-1-rise-of-legends__samudra-dvipa__the-fleet-of-the-drowned.kn.mp3,audio/chapter-1-rise-of-legends__samudra-dvipa__the-fleet-of-the-drowned.m4a,,,,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/samudra-dvipa,YES,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/samudra-dvipa/stories,1,the-fleet-of-the-drowned,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/samudra-dvipa/media/tattoo,4,goa-tattoo-stage-1-footprint.png; goa-tattoo-stage-2-leg.png; goa-tattoo-stage-3-half-body.png; goa-tattoo-stage-4-full-body.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/samudra-dvipa/media/emblem,2,goa-samudra-dvipa-emblem.png; vasco-kshetra-royal-emblem.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/samudra-dvipa/media/kingdoms,11,28-samudra-dvipa_ally_padre_velha_bell_ringer.png; 28-samudra-dvipa_animal_gaur_goa.png; 28-samudra-dvipa_animal_yellow_bulbul.png; 28-samudra-dvipa_environment_goan_harbour_between_worlds.png; 28-samudra-dvipa_environment_sunken_temple_shipyard.png; 28-samudra-dvipa_hero_sagaradeva.png; 28-samudra-dvipa_hero_sagaradeva__under_the_water_finale.png; 28-samudra-dvipa_scene_scene_the_bell_of_two_faiths.png; 28-samudra-dvipa_scene_scene_the_ghost_fleet_arrives.png; 28-samudra-dvipa_villain_samudra_daitya.png; 28-samudra-dvipa_weapon_cutlass_and_chain.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/samudra-dvipa/media/portraits,1,vasco-kshetra-hero-portrait.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/samudra-dvipa/media/vehicles,2,goa-vehicle-samudra-dhow-the-ocean-ancient.png; goa-vehicle-samudra-vahana-mk-ii-modern.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/samudra-dvipa/media/weapons,2,goa-weapon-samudra-and-lahara-ancient.png; goa-weapon-samudra-jaal-mk-ii-modern.png
Volume I - Maha Parva,Chapter 1 - Rise of Legends,west,simha-dwara,Simha-Dwara — The Lion's Gate,Simhavikrama,Kala-Simha,,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/simha-dwara/stories/two-lions-one-throne/story.md,audio/kannada/chapter-1-rise-of-legends__simha-dwara__two-lions-one-throne.kn.mp3,audio/chapter-1-rise-of-legends__simha-dwara__two-lions-one-throne.m4a,,,,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/simha-dwara,YES,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/simha-dwara/stories,1,two-lions-one-throne,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/simha-dwara/media/tattoo,4,gujarat-tattoo-stage-1-footprint.png; gujarat-tattoo-stage-2-leg.png; gujarat-tattoo-stage-3-half-body.png; gujarat-tattoo-stage-4-full-body.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/simha-dwara/media/emblem,2,gujarat-simha-dwara-emblem.png; rann-utthan-royal-emblem.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/simha-dwara/media/kingdoms,12,29-simha-dwara_ally_dwarka_nath_floating_temple_sage.png; 29-simha-dwara_animal_asiatic_lion_gir.png; 29-simha-dwara_animal_greater_flamingos_rann.png; 29-simha-dwara_environment_port_of_lothal.png; 29-simha-dwara_environment_rann_of_kutch_salt_desert.png; 29-simha-dwara_hero_simhavikrama.png; 29-simha-dwara_hero_simhavikrama__lions_into_the_salt.png; 29-simha-dwara_scene_scene_battle_on_the_salt.png; 29-simha-dwara_scene_scene_the_full_body_roar.png; 29-simha-dwara_villain_mrugendra.png; 29-simha-dwara_villain_mrugendra__salt_army_at_night.png; 29-simha-dwara_weapon_simhagarjana_sword.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/simha-dwara/media/portraits,1,rann-utthan-hero-portrait.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/simha-dwara/media/vehicles,2,gujarat-vehicle-simha-ratha-the-lion-ancient.png; gujarat-vehicle-simha-vahana-mk-ii-modern.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/simha-dwara/media/weapons,2,gujarat-weapon-simha-garjana-mk-ii-modern.png; gujarat-weapon-simhagarjana-the-lion-ancient.png
Volume I - Maha Parva,Chapter 1 - Rise of Legends,west,swarajya-sahyadri,Swarajya Sahyadri — The Self-Ruled Mountains,Shivagati,Vanaraksha,,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/swarajya-sahyadri/stories/the-war-of-brother-and-sister/story.md,audio/kannada/chapter-1-rise-of-legends__swarajya-sahyadri__the-war-of-brother-and-sister.kn.mp3,audio/chapter-1-rise-of-legends__swarajya-sahyadri__the-war-of-brother-and-sister.m4a,,,,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/swarajya-sahyadri,YES,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/swarajya-sahyadri/stories,1,the-war-of-brother-and-sister,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/swarajya-sahyadri/media/tattoo,4,maharashtra-tattoo-stage-1-footprint.png; maharashtra-tattoo-stage-2-leg.png; maharashtra-tattoo-stage-3-half-body.png; maharashtra-tattoo-stage-4-full-body.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/swarajya-sahyadri/media/emblem,2,maharashtra-swarajya-sahyadri-emblem.png; sahyadri-kesari-royal-emblem.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/swarajya-sahyadri/media/kingdoms,12,30-swarajya-sahyadri_ally_samarth_ramdas_cave_echo.png; 30-swarajya-sahyadri_animal_green_imperial_pigeon_sahyadri.png; 30-swarajya-sahyadri_animal_malabar_giant_squirrel.png; 30-swarajya-sahyadri_environment_sahyadri_hill_forts.png; 30-swarajya-sahyadri_environment_sindhudurg_sea_fort.png; 30-swarajya-sahyadri_hero_shivagati.png; 30-swarajya-sahyadri_hero_shivagati__flag_on_the_summit.png; 30-swarajya-sahyadri_scene_scene_the_monsoon_climb.png; 30-swarajya-sahyadri_scene_scene_the_vertical_duel.png; 30-swarajya-sahyadri_villain_ranveer_the_betrayer.png; 30-swarajya-sahyadri_villain_ranveer_the_betrayer__four_hour_fort_duel.png; 30-swarajya-sahyadri_weapon_climbing_hooks.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/swarajya-sahyadri/media/portraits,1,sahyadri-kesari-hero-portrait.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/swarajya-sahyadri/media/vehicles,2,maharashtra-vehicle-vanara-jaal-ancient.png; maharashtra-vehicle-vanara-vega-mk-ii-modern.png,content/volume-1-maha-parva/chapter-1-rise-of-legends/bharatavarsha/regions/west/swarajya-sahyadri/media/weapons,2,maharashtra-weapon-vanara-ancient.png; maharashtra-weapon-vanara-net-mk-ii-modern.png
Volume I - Maha Parva,Chapter 2 - Civil War,central,dandakaranya,Dandakaranya — The Punished Forest,Dandakarni,Dandaka-Rakshasa,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/central/dandakaranya/story.txt,audio/kannada/chapter-2-civil-war__dandakaranya.kn.mp3,audio/chapter-2-civil-war__dandakaranya.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/central/dandakaranya,YES,(inline at kingdom root),1,story.html; story.txt,,0,,,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/central/dandakaranya/media/portraits,0,,,0,,,0,
Volume I - Maha Parva,Chapter 2 - Civil War,central,hridaya-sthana,Hridaya-Sthana — The Heartland,Dvadashashringa,Adharma-Kendra,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/central/hridaya-sthana/story.txt,audio/kannada/chapter-2-civil-war__hridaya-sthana.kn.mp3,audio/chapter-2-civil-war__hridaya-sthana.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/central/hridaya-sthana,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/central/hridaya-sthana/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/central/hridaya-sthana/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/central/hridaya-sthana/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/central/hridaya-sthana/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/central/hridaya-sthana/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,east,kalinga-chakra,Kalinga-Chakra — The Wheel of Kalinga,Jagannathi,Chakra-Bheda,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/kalinga-chakra/story.txt,audio/kannada/chapter-2-civil-war__kalinga-chakra.kn.mp3,audio/chapter-2-civil-war__kalinga-chakra.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/kalinga-chakra,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/kalinga-chakra/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/kalinga-chakra/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/kalinga-chakra/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/kalinga-chakra/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/kalinga-chakra/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,east,sagara-ratna,Sagara-Ratna — The Ocean's Jewels,Onge-Nakshatra,Kalapani-Asura,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/sagara-ratna/story.txt,audio/kannada/chapter-2-civil-war__sagara-ratna.kn.mp3,audio/chapter-2-civil-war__sagara-ratna.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/sagara-ratna,YES,(inline at kingdom root),1,story.html; story.txt,,0,,,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/sagara-ratna/media/portraits,0,,,0,,,0,
